event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
SYR125908,2024-03-17,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-2024)",,1,,,0,10,,760,"Middle East",Syria,Idleb,Ariha,Ehsem,Bara,35.6860,36.5424,1,SHAAM,National,"On 17 March 2024, Syrian regime forces shelled the village of Bara in the countryside of Idleb with artillery. Casualties unknown.",0,,1759187057
SYR125910,2024-03-17,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-2024)",,1,,,0,10,,760,"Middle East",Syria,Idleb,Ariha,Ehsem,"Deir Sunbul",35.6993,36.6055,1,SHAAM,National,"On 17 March 2024, Syrian regime forces shelled the village of Deir Sunbul in the countryside of Idleb with artillery. Casualties unknown.",0,,1759187057
SYR125911,2024-03-17,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-2024)",,1,,,0,10,,760,"Middle East",Syria,Idleb,Ariha,Ehsem,Kansafra,35.6599,36.4849,1,SHAAM,National,"On 17 March 2024, Syrian regime forces shelled the village of Kansafra in the countryside of Idleb with artillery. Casualties unknown.",0,,1759187057
SYR125926,2024-03-17,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-2024)",,1,,,0,10,,760,"Middle East",Syria,Idleb,Idleb,Idleb,Nayrab,35.8692,36.7183,1,"Liveuamap; SHAAM; Twitter","Local partner-New media","On 17 March 2024, Syrian regime forces shelled the village of Nayrab in the countryside of Idleb with artillery. Casualties unknown.",0,,1759187057
SYR125938,2024-03-17,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-2024)",,1,"Civilians (Syria)",,7,17,"Civilian targeting",760,"Middle East",Syria,Idleb,"Jisr Ash Shugur",Badama,Badama,35.8119,36.1973,1,"SHAAM; SOHR",Other-National,"On 17 March 2024, Syrian regime forces conducted two suicide drone attacks targeting two trucks loaded with sheep in the village of Badama in the countryside of Idleb, wounding two civilians as well as killing the sheep. There were no fatalities.",0,Repression,1759187057
SYR125940,2024-03-17,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-2024)",,1,,,0,10,,760,"Middle East",Syria,Lattakia,"Al Haffa",Kansaba,"Barzeh Fawqani",35.7503,36.2181,2,SHAAM,National,"On 17 March 2024, Syrian regime forces shelled the vicinity of Barzeh Fawqani village in the countryside of Hama with artillery. Casualties unknown.",0,,1759187057
SYR125945,2024-03-17,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Al Fath Al Mubeen Operation Room",,2,"Military Forces of Syria (2000-2024)",,1,12,,760,"Middle East",Syria,Lattakia,"Al Haffa",Kansaba,Nahshabba,35.7304,36.1970,2,Facebook,"New media","On 17 March 2024, Al Fath Al Mubeen shelled a regime position along the Nahshabba axis in rural northern Lattakia, killing a regime member. 1 fatality.",1,Insurgency,1753971578
SYR125946,2024-03-17,2024,1,"Political violence",Battles,"Armed clash","HTS: Hayat Tahrir al Sham",,2,"Military Forces of Syria (2000-2024)",,1,12,,760,"Middle East",Syria,Lattakia,Lattakia,"Qastal Maaf","Tallat Abu Ali",35.7796,35.9613,2,"SHAAM; SOHR",Other-National,"On 17 March 2024, HTS snipers shot and killed a Syrian regime soldier on Tallat Abu Ali axis in the countryside of Lattakia. Additionally, HTS forces shelled regime positions with mortars. 1 fatality.",1,Insurgency,1781900130
SYR125950,2024-03-17,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-2024)",,1,,,0,10,,760,"Middle East",Syria,Lattakia,Lattakia,Rabeea,Yamdiyeh,35.8343,36.1351,1,"SHAAM; SOHR",Other-National,"On 17 March 2024, Syrian regime forces conducted a suicide drone attack near a school in the village of Yamdiyeh in the countryside of Lattakia. There were no casualties.",0,,1759187057
SYR125956,2024-03-17,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,Hezbollah,"Military Forces of Syria (2000-2024)",3,38,,760,"Middle East",Syria,"Rural Damascus",Yabroud,Yabroud,Yabroud,33.9683,36.6594,2,"Alkhabour; Liveuamap; SHAAM; SOHR; Telegram; The Euphrates Post","Local partner-New media","On 17 March 2024, Israeli forces conducted airstrikes targeting military positions belonging to the Syrian regime forces and used by Hezbollah near the towns of Yabroud and An-Nasiriyah in Rural Damascus. The strikes wounded one Syrian soldier and caused material damages. There were no fatalities.",0,"Foreign military engagement",1753956190
SYR125741,2024-03-17,2024,1,"Political violence",Battles,"Armed clash","HTS: Hayat Tahrir al Sham","Al-A'saib Al-Hamraa (Syria); Armored Brigade (Syria)",2,"Military Forces of Syria (2000-2024)","QDW: National Defence Forces",1,12,,760,"Middle East",Syria,Aleppo,"Jebel Saman","Daret Azza","Qebtan al Jabal",36.2637,36.9487,2,"Liveuamap; SHAAM; SOHR; Twitter","Local partner-New media","On 17 March 2024, HTS affiliated Al-A'saib Al-Hamraa and Armored Brigade forces launched an attack on Syrian regime positions and affiliated militias on Qebtan al Jabal frontlines in the countryside of Aleppo, killing two members of the latter , wounding seven others, and capturing a T-72 tank from regime forces as well as destroying another. 2 fatalities.",2,Insurgency,1753971578
ISR39496,2024-03-17,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,3,"Military Forces of Israel (2022-)",,1,13,,376,"Middle East",Israel,HaZafon,Zefat,"Hula Basin",Metulla,33.2792,35.5795,2,"Hezbollah War Media; Ma'ariv; N12; News 0404; Now 14","New media-National","On 17 March 2024, Hezbollah forces in Lebanon fired an anti-tank missile toward the area of Metulla (Zefat, HaZafon). Heavy damage was caused to a vehicle. Hezbollah claimed to have targeted Al Matla and to have achieved a direct hit. No casualties occurred.",0,,1740447560
SYR125871,2024-03-17,2024,1,"Political violence",Battles,"Armed clash","Islamic State in Iraq and the Levant (ISIL)",,2,"QDW: National Defence Forces",,3,23,,760,"Middle East",Syria,"Deir ez Zor","Deir ez Zor",Tabni,Masrab,35.5044,39.9405,2,"SHAAM; SOHR; Twitter","Other-New media","On 17 March 2024, armed clashes took place between IS members and QDW members who were accompanying the truffle collectors in the badia of Masrab in the countryside of Deir ez Zor. Additionally, an IED planted by IS detonated in the same area killing a number of sheep. There were no casualties.",0,Insurgency,1781900130
LBN19490,2024-03-17,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,8,"Civilians (Lebanon)","Farmers (Lebanon)",7,78,"Civilian targeting",422,"Middle East",Lebanon,"Al Nabatieh",Marjayoun,,Marjayoun,33.3603,35.5911,2,"An-Nahar; El Nashra; Murr TV; National News Agency Lebanon",National,"On 17 March 2024, the Israeli military fired two artillery shells on the valley of Marjayoun (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah to intimidate farmers who were present on the valley. Casualties unknown.",0,"Foreign military engagement",1776123266
LBN19491,2024-03-17,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,Hezbollah,,3,38,,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,"Aita ech Chaab",33.0971,35.3367,1,"An-Nahar; L'Orient Le Jour; Murr TV; Naharnet; National News Agency Lebanon; Twitter","New media-National","On 17 March 2024, around 11:00 AM, an Israeli drone carried out a strike on Aita ech Chaab (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military claimed it had struck an observation post used by Hezbollah in the town. Casualties unknown.",0,"Foreign military engagement",1776123266
LBN19492,2024-03-17,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,Aitaroun,33.1153,35.4714,2,"An-Nahar; National News Agency Lebanon",National,"On 17 March 2024, the Israeli military fired artillery shells between Maroun er Ras and Aitaroun (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. Casualties unknown.",0,"Foreign military engagement",1776123266
LBN19493,2024-03-17,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,Hezbollah,,3,38,,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,Aitaroun,33.1153,35.4714,1,"An-Nahar; L'Orient Le Jour; Murr TV; Naharnet; National News Agency Lebanon; Twitter","New media-National","On 17 March 2024, Israeli fighter jets carried out an airstrike with an air-to-surface missile on a house in Aitaroun (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. The house was completely destroyed. The Israeli military claimed that the building is used by Hezbollah. Casualties unknown.",0,"Foreign military engagement",1776123266
LBN19495,2024-03-17,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,"Al Nabatieh",Marjayoun,,Khiyam,33.3278,35.6128,2,"El Nashra; L'Orient Le Jour; National News Agency Lebanon",National,"On 17 March 2024, the Israeli military fired artillery shells and used heavy machine gunfire in the vicinity of Khiyam town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. Casualties unknown.",0,"Foreign military engagement",1776123266
LBN19496,2024-03-17,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,8,Hezbollah,,3,38,,422,"Middle East",Lebanon,"Al Nabatieh",Marjayoun,,"Kfar Kila",33.2772,35.5517,1,"El Nashra; National News Agency Lebanon; Walla!News",National-Regional,"On 17 March 2024, the Israeli military fired 82mm mortar shells on Kfar Kila town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. Casualties unknown. IDF claimed to have targeted a Hezbollah observation post.",0,"Foreign military engagement",1776123266
LBN19497,2024-03-17,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,Hezbollah,,3,38,,422,"Middle East",Lebanon,South,Tyr,,"Ras al Naqoura",33.1181,35.1397,1,"L'Orient Le Jour; Lebanon24; National News Agency Lebanon; Times of Israel; Twitter","New media-National","On 17 March 2024, around 2:00 PM, Israeli fighter jets carried out an airstrike on a house in Ras al Naqoura (Tyr, South) amid ongoing hostilities with Hezbollah. The house was completely destroyed. Casualties unknown. The IDF claimed to have targeted Hezbollah infrastructure.",0,"Foreign military engagement",1776123266
LBN19498,2024-03-17,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,Debl,33.1200,35.3670,2,"L'Orient Le Jour; National News Agency Lebanon",National,"On 17 March 2024, the Israeli military fired artillery shells in the vicinity of Debl town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. Casualties unknown.",0,"Foreign military engagement",1776123266
LBN19499,2024-03-17,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,Hanine,33.1085,35.3796,2,"L'Orient Le Jour; National News Agency Lebanon",National,"On 17 March 2024, the Israeli military fired artillery shells in the vicinity of Hanine town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. Casualties unknown.",0,"Foreign military engagement",1776123266
LBN19500,2024-03-17,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,South,Tyr,,"Ras al Naqoura",33.1181,35.1397,2,"National News Agency Lebanon",National,"On 17 March 2024, Israeli warplanes carried out a raid and the Israeli military fired artillery shells in the vicinity of Ras al Naqoura town (Tyr, South) amid ongoing hostilities with Hezbollah. Casualties unknown.",0,"Foreign military engagement",1776123266
