event_date,actor_origin,scope,events
2024-04-03,Hezbollah,CNN,6
2024-04-03,Hezbollah,Ampliat,7
2024-04-04,Israel,CNN,9
2024-04-04,Israel,Ampliat,11
2024-04-04,Hezbollah,CNN,4
2024-04-04,Hezbollah,Ampliat,6
2024-04-05,Israel,CNN,17
2024-04-05,Israel,Ampliat,17
2024-04-05,Hezbollah,CNN,6
2024-04-05,Hezbollah,Ampliat,7
2024-04-06,Israel,CNN,34
2024-04-06,Israel,Ampliat,34
2024-04-06,Hezbollah,CNN,12
2024-04-06,Hezbollah,Ampliat,15
2024-04-07,Israel,CNN,21
2024-04-07,Israel,Ampliat,21
2024-04-07,Hezbollah,CNN,1
2024-04-07,Hezbollah,Ampliat,5
2024-04-08,Israel,CNN,21
2024-04-08,Israel,Ampliat,22
2024-04-08,Hezbollah,CNN,6
2024-04-08,Hezbollah,Ampliat,8
2024-04-09,Israel,CNN,13
2024-04-09,Israel,Ampliat,14
2024-04-09,Hezbollah,CNN,5
2024-04-09,Hezbollah,Ampliat,8
2024-04-10,Israel,CNN,14
2024-04-10,Israel,Ampliat,14
2024-04-10,Hezbollah,CNN,1
2024-04-10,Hezbollah,Ampliat,3
2024-04-11,Israel,CNN,17
2024-04-11,Israel,Ampliat,17
2024-04-11,Hezbollah,CNN,1
2024-04-11,Hezbollah,Ampliat,4
2024-04-12,Israel,CNN,18
2024-04-12,Israel,Ampliat,18
2024-04-12,Hezbollah,CNN,4
2024-04-12,Hezbollah,Ampliat,7
2024-04-13,Israel,CNN,48
2024-04-13,Israel,Ampliat,48
2024-04-13,Hezbollah,CNN,8
2024-04-13,Hezbollah,Ampliat,9
2024-04-14,Israel,CNN,25
2024-04-14,Israel,Ampliat,25
2024-04-14,Hezbollah,CNN,1
2024-04-14,Hezbollah,Ampliat,4
2024-04-15,Israel,CNN,27
2024-04-15,Israel,Ampliat,27
2024-04-15,Hezbollah,CNN,3
2024-04-15,Hezbollah,Ampliat,5
2024-04-16,Israel,CNN,27
2024-04-16,Israel,Ampliat,27
2024-04-16,Hezbollah,CNN,9
2024-04-16,Hezbollah,Ampliat,11
2024-04-17,Israel,CNN,34
2024-04-17,Israel,Ampliat,34
2024-04-17,Hezbollah,CNN,6
2024-04-17,Hezbollah,Ampliat,8
2024-04-18,Israel,CNN,20
2024-04-18,Israel,Ampliat,20
2024-04-18,Hezbollah,CNN,12
2024-04-18,Hezbollah,Ampliat,14
2024-04-19,Israel,CNN,13
2024-04-19,Israel,Ampliat,15
2024-04-19,Hezbollah,CNN,3
2024-04-19,Hezbollah,Ampliat,5
2024-04-20,Israel,CNN,16
2024-04-20,Israel,Ampliat,16
2024-04-20,Hezbollah,CNN,9
2024-04-20,Hezbollah,Ampliat,10
2024-04-21,Israel,CNN,20
2024-04-21,Israel,Ampliat,20
2024-04-21,Hezbollah,CNN,7
2024-04-21,Hezbollah,Ampliat,8
2024-04-22,Israel,CNN,25
2024-04-22,Israel,Ampliat,25
2024-04-22,Hezbollah,CNN,4
2024-04-22,Hezbollah,Ampliat,6
2024-04-23,Israel,CNN,25
2024-04-23,Israel,Ampliat,25
2024-04-23,Hezbollah,CNN,9
2024-04-23,Hezbollah,Ampliat,11
2024-04-24,Israel,CNN,25
2024-04-24,Israel,Ampliat,25
2024-04-24,Hezbollah,CNN,6
2024-04-24,Hezbollah,Ampliat,7
2024-04-25,Israel,CNN,21
2024-04-25,Israel,Ampliat,21
2024-04-25,Hezbollah,CNN,5
2024-04-25,Hezbollah,Ampliat,7
2024-04-26,Israel,CNN,27
2024-04-26,Israel,Ampliat,27
2024-04-26,Hezbollah,CNN,1
2024-04-26,Hezbollah,Ampliat,4
2024-04-27,Israel,CNN,22
2024-04-27,Israel,Ampliat,22
2024-04-27,Hezbollah,CNN,5
2024-04-27,Hezbollah,Ampliat,7
2024-04-28,Israel,CNN,22
2024-04-28,Israel,Ampliat,22
2024-04-28,Hezbollah,CNN,4
2024-04-28,Hezbollah,Ampliat,6
2024-04-29,Israel,CNN,32
2024-04-29,Israel,Ampliat,32
2024-04-29,Hezbollah,CNN,4
2024-04-29,Hezbollah,Ampliat,5
2024-04-30,Israel,CNN,22
2024-04-30,Israel,Ampliat,22
2024-04-30,Hezbollah,CNN,6
2024-04-30,Hezbollah,Ampliat,7
2024-05-01,Israel,CNN,17
2024-05-01,Israel,Ampliat,17
2024-05-01,Hezbollah,CNN,3
2024-05-01,Hezbollah,Ampliat,4
2024-05-02,Israel,CNN,12
2024-05-02,Israel,Ampliat,13
2024-05-02,Hezbollah,CNN,1
2024-05-02,Hezbollah,Ampliat,3
2024-05-03,Israel,CNN,24
2024-05-03,Israel,Ampliat,24
2024-05-03,Hezbollah,CNN,4
2024-05-03,Hezbollah,Ampliat,5
2024-05-04,Israel,CNN,18
2024-05-04,Israel,Ampliat,18
2024-05-04,Hezbollah,CNN,3
2024-05-04,Hezbollah,Ampliat,4
2024-05-05,Israel,CNN,26
2024-05-05,Israel,Ampliat,29
2024-05-05,Hezbollah,CNN,9
2024-05-05,Hezbollah,Ampliat,12
2024-05-06,Israel,CNN,32
2024-05-06,Israel,Ampliat,32
2024-05-06,Hezbollah,CNN,2
2024-05-06,Hezbollah,Ampliat,5
2024-05-07,Israel,CNN,21
2024-05-07,Israel,Ampliat,21
2024-05-07,Hezbollah,CNN,9
2024-05-07,Hezbollah,Ampliat,11
2024-05-08,Israel,CNN,37
2024-05-08,Israel,Ampliat,37
2024-05-08,Hezbollah,CNN,11
2024-05-08,Hezbollah,Ampliat,12
2024-05-09,Israel,CNN,13
2024-05-09,Israel,Ampliat,14
2024-05-09,Hezbollah,CNN,7
2024-05-09,Hezbollah,Ampliat,8
2024-05-10,Israel,CNN,34
2024-05-10,Israel,Ampliat,34
2024-05-10,Hezbollah,CNN,8
2024-05-10,Hezbollah,Ampliat,9
2024-05-11,Israel,CNN,11
2024-05-11,Israel,Ampliat,11
2024-05-11,Hezbollah,CNN,6
2024-05-11,Hezbollah,Ampliat,8
2024-05-12,Israel,CNN,14
2024-05-12,Israel,Ampliat,14
2024-05-12,Hezbollah,CNN,3
2024-05-12,Hezbollah,Ampliat,4
2024-05-13,Israel,CNN,9
2024-05-13,Israel,Ampliat,9
2024-05-13,Hezbollah,CNN,7
2024-05-13,Hezbollah,Ampliat,9
2024-05-14,Israel,CNN,22
2024-05-14,Israel,Ampliat,22
2024-05-14,Hezbollah,CNN,3
2024-05-14,Hezbollah,Ampliat,6
2024-05-15,Israel,CNN,17
2024-05-15,Israel,Ampliat,17
2024-05-15,Hezbollah,CNN,7
2024-05-15,Hezbollah,Ampliat,9
2024-05-16,Israel,CNN,33
2024-05-16,Israel,Ampliat,33
2024-05-16,Hezbollah,CNN,12
2024-05-16,Hezbollah,Ampliat,13
2024-05-17,Israel,CNN,15
2024-05-17,Israel,Ampliat,15
2024-05-17,Hezbollah,CNN,12
2024-05-17,Hezbollah,Ampliat,16
2024-05-18,Israel,CNN,20
2024-05-18,Israel,Ampliat,22
2024-05-18,Hezbollah,CNN,10
2024-05-18,Hezbollah,Ampliat,12
2024-05-19,Israel,CNN,20
2024-05-19,Israel,Ampliat,20
2024-05-19,Hezbollah,CNN,7
2024-05-19,Hezbollah,Ampliat,9
2024-05-20,Israel,CNN,21
2024-05-20,Israel,Ampliat,24
2024-05-20,Hezbollah,CNN,10
2024-05-20,Hezbollah,Ampliat,12
2024-05-21,Israel,CNN,21
2024-05-21,Israel,Ampliat,21
2024-05-21,Hezbollah,CNN,4
2024-05-21,Hezbollah,Ampliat,6
2024-05-22,Israel,CNN,23
2024-05-22,Israel,Ampliat,23
2024-05-22,Hezbollah,CNN,9
2024-05-22,Hezbollah,Ampliat,10
2024-05-23,Israel,CNN,22
2024-05-23,Israel,Ampliat,22
2024-05-23,Hezbollah,CNN,12
2024-05-23,Hezbollah,Ampliat,14
2024-05-24,Israel,CNN,18
2024-05-24,Israel,Ampliat,18
2024-05-24,Hezbollah,CNN,8
2024-05-24,Hezbollah,Ampliat,10
2024-05-25,Israel,CNN,27
2024-05-25,Israel,Ampliat,28
2024-05-25,Hezbollah,CNN,6
2024-05-25,Hezbollah,Ampliat,8
2024-05-26,Israel,CNN,31
2024-05-26,Israel,Ampliat,31
2024-05-26,Hezbollah,CNN,11
2024-05-26,Hezbollah,Ampliat,15
2024-05-27,Israel,CNN,21
2024-05-27,Israel,Ampliat,21
2024-05-27,Hezbollah,CNN,13
2024-05-27,Hezbollah,Ampliat,15
2024-05-28,Israel,CNN,22
2024-05-28,Israel,Ampliat,22
2024-05-28,Hezbollah,CNN,4
2024-05-28,Hezbollah,Ampliat,6
2024-05-29,Israel,CNN,21
2024-05-29,Israel,Ampliat,23
2024-05-29,Hezbollah,CNN,4
2024-05-29,Hezbollah,Ampliat,6
2024-05-30,Israel,CNN,12
2024-05-30,Israel,Ampliat,12
2024-05-30,Hezbollah,CNN,4
2024-05-30,Hezbollah,Ampliat,6
2024-05-31,Israel,CNN,18
2024-05-31,Israel,Ampliat,18
2024-05-31,Hezbollah,CNN,11
2024-05-31,Hezbollah,Ampliat,13
2024-06-01,Israel,CNN,33
2024-06-01,Israel,Ampliat,33
2024-06-01,Hezbollah,CNN,12
2024-06-01,Hezbollah,Ampliat,12
2024-06-02,Israel,CNN,23
2024-06-02,Israel,Ampliat,23
2024-06-02,Hezbollah,CNN,11
2024-06-02,Hezbollah,Ampliat,16
2024-06-03,Israel,CNN,33
2024-06-03,Israel,Ampliat,36
2024-06-03,Hezbollah,CNN,18
2024-06-03,Hezbollah,Ampliat,21
2024-06-04,Israel,CNN,32
2024-06-04,Israel,Ampliat,32
2024-06-04,Hezbollah,CNN,7
2024-06-04,Hezbollah,Ampliat,11
2024-06-05,Israel,CNN,30
2024-06-05,Israel,Ampliat,30
2024-06-05,Hezbollah,CNN,5
2024-06-05,Hezbollah,Ampliat,7
2024-06-06,Israel,CNN,22
2024-06-06,Israel,Ampliat,22
2024-06-06,Hezbollah,CNN,6
2024-06-06,Hezbollah,Ampliat,8
2024-06-07,Israel,CNN,15
2024-06-07,Israel,Ampliat,15
2024-06-07,Hezbollah,CNN,7
2024-06-07,Hezbollah,Ampliat,9
2024-06-08,Israel,CNN,23
2024-06-08,Israel,Ampliat,23
2024-06-08,Hezbollah,CNN,9
2024-06-08,Hezbollah,Ampliat,11
2024-06-09,Israel,CNN,22
2024-06-09,Israel,Ampliat,22
2024-06-09,Hezbollah,CNN,4
2024-06-09,Hezbollah,Ampliat,9
2024-06-10,Israel,CNN,13
2024-06-10,Israel,Ampliat,13
2024-06-10,Hezbollah,CNN,10
2024-06-10,Hezbollah,Ampliat,12
2024-06-11,Israel,CNN,19
2024-06-11,Israel,Ampliat,19
2024-06-11,Hezbollah,CNN,8
2024-06-11,Hezbollah,Ampliat,10
2024-06-12,Israel,CNN,33
2024-06-12,Israel,Ampliat,33
2024-06-12,Hezbollah,CNN,21
2024-06-12,Hezbollah,Ampliat,26
2024-06-13,Israel,CNN,20
2024-06-13,Israel,Ampliat,20
2024-06-13,Hezbollah,CNN,14
2024-06-13,Hezbollah,Ampliat,22
2024-06-14,Israel,CNN,29
2024-06-14,Israel,Ampliat,29
2024-06-14,Hezbollah,CNN,13
2024-06-14,Hezbollah,Ampliat,15
2024-06-15,Israel,CNN,18
2024-06-15,Israel,Ampliat,18
2024-06-15,Hezbollah,CNN,3
2024-06-15,Hezbollah,Ampliat,3
2024-06-16,Israel,CNN,26
2024-06-16,Israel,Ampliat,26
2024-06-16,Hezbollah,CNN,0
2024-06-16,Hezbollah,Ampliat,0
2024-06-17,Israel,CNN,28
2024-06-17,Israel,Ampliat,28
2024-06-17,Hezbollah,CNN,0
2024-06-17,Hezbollah,Ampliat,2
2024-06-18,Israel,CNN,18
2024-06-18,Israel,Ampliat,18
2024-06-18,Hezbollah,CNN,6
2024-06-18,Hezbollah,Ampliat,8
2024-06-19,Israel,CNN,23
2024-06-19,Israel,Ampliat,26
2024-06-19,Hezbollah,CNN,6
2024-06-19,Hezbollah,Ampliat,9
2024-06-20,Israel,CNN,15
2024-06-20,Israel,Ampliat,15
2024-06-20,Hezbollah,CNN,5
2024-06-20,Hezbollah,Ampliat,8
2024-06-21,Israel,CNN,18
2024-06-21,Israel,Ampliat,18
2024-06-21,Hezbollah,CNN,1
2024-06-21,Hezbollah,Ampliat,6
2024-06-22,Israel,CNN,23
2024-06-22,Israel,Ampliat,23
2024-06-22,Hezbollah,CNN,2
2024-06-22,Hezbollah,Ampliat,4
2024-06-23,Israel,CNN,19
2024-06-23,Israel,Ampliat,19
2024-06-23,Hezbollah,CNN,3
2024-06-23,Hezbollah,Ampliat,6
2024-06-24,Israel,CNN,19
2024-06-24,Israel,Ampliat,20
2024-06-24,Hezbollah,CNN,3
2024-06-24,Hezbollah,Ampliat,4
2024-06-25,Israel,CNN,20
2024-06-25,Israel,Ampliat,20
2024-06-25,Hezbollah,CNN,3
2024-06-25,Hezbollah,Ampliat,5
2024-06-26,Israel,CNN,39
2024-06-26,Israel,Ampliat,40
2024-06-26,Hezbollah,CNN,5
2024-06-26,Hezbollah,Ampliat,6
2024-06-27,Israel,CNN,18
2024-06-27,Israel,Ampliat,19
2024-06-27,Hezbollah,CNN,5
2024-06-27,Hezbollah,Ampliat,7
2024-06-28,Israel,CNN,19
2024-06-28,Israel,Ampliat,19
2024-06-28,Hezbollah,CNN,10
2024-06-28,Hezbollah,Ampliat,12
2024-06-29,Israel,CNN,20
2024-06-29,Israel,Ampliat,20
2024-06-29,Hezbollah,CNN,3
2024-06-29,Hezbollah,Ampliat,4
2024-06-30,Israel,CNN,12
2024-06-30,Israel,Ampliat,12
2024-06-30,Hezbollah,CNN,7
2024-06-30,Hezbollah,Ampliat,10
2024-07-01,Israel,CNN,18
2024-07-01,Israel,Ampliat,18
2024-07-01,Hezbollah,CNN,6
2024-07-01,Hezbollah,Ampliat,7
2024-07-02,Israel,CNN,15
2024-07-02,Israel,Ampliat,15
2024-07-02,Hezbollah,CNN,2
2024-07-02,Hezbollah,Ampliat,2
2024-07-03,Israel,CNN,28
2024-07-03,Israel,Ampliat,28
2024-07-03,Hezbollah,CNN,8
2024-07-03,Hezbollah,Ampliat,12
2024-07-04,Israel,CNN,37
2024-07-04,Israel,Ampliat,37
2024-07-04,Hezbollah,CNN,36
2024-07-04,Hezbollah,Ampliat,42
2024-07-05,Israel,CNN,34
2024-07-05,Israel,Ampliat,34
2024-07-05,Hezbollah,CNN,7
2024-07-05,Hezbollah,Ampliat,9
2024-07-06,Israel,CNN,20
2024-07-06,Israel,Ampliat,20
2024-07-06,Hezbollah,CNN,1
2024-07-06,Hezbollah,Ampliat,3
2024-07-07,Israel,CNN,35
2024-07-07,Israel,Ampliat,35
2024-07-07,Hezbollah,CNN,16
2024-07-07,Hezbollah,Ampliat,17
2024-07-08,Israel,CNN,24
2024-07-08,Israel,Ampliat,24
2024-07-08,Hezbollah,CNN,9
2024-07-08,Hezbollah,Ampliat,10
2024-07-09,Israel,CNN,31
2024-07-09,Israel,Ampliat,34
2024-07-09,Hezbollah,CNN,4
2024-07-09,Hezbollah,Ampliat,5
2024-07-10,Israel,CNN,20
2024-07-10,Israel,Ampliat,22
2024-07-10,Hezbollah,CNN,4
2024-07-10,Hezbollah,Ampliat,7
2024-07-11,Israel,CNN,33
2024-07-11,Israel,Ampliat,36
2024-07-11,Hezbollah,CNN,8
2024-07-11,Hezbollah,Ampliat,12
2024-07-12,Israel,CNN,25
2024-07-12,Israel,Ampliat,25
2024-07-12,Hezbollah,CNN,7
2024-07-12,Hezbollah,Ampliat,7
2024-07-13,Israel,CNN,22
2024-07-13,Israel,Ampliat,22
2024-07-13,Hezbollah,CNN,10
2024-07-13,Hezbollah,Ampliat,11
2024-07-14,Israel,CNN,18
2024-07-14,Israel,Ampliat,21
2024-07-14,Hezbollah,CNN,2
2024-07-14,Hezbollah,Ampliat,4
2024-07-15,Israel,CNN,17
2024-07-15,Israel,Ampliat,18
2024-07-15,Hezbollah,CNN,4
2024-07-15,Hezbollah,Ampliat,5
2024-07-16,Israel,CNN,32
2024-07-16,Israel,Ampliat,32
2024-07-16,Hezbollah,CNN,9
2024-07-16,Hezbollah,Ampliat,9
2024-07-17,Israel,CNN,11
2024-07-17,Israel,Ampliat,11
2024-07-17,Hezbollah,CNN,4
2024-07-17,Hezbollah,Ampliat,4
2024-07-18,Israel,CNN,31
2024-07-18,Israel,Ampliat,31
2024-07-18,Hezbollah,CNN,7
2024-07-18,Hezbollah,Ampliat,8
2024-07-19,Israel,CNN,26
2024-07-19,Israel,Ampliat,26
2024-07-19,Hezbollah,CNN,14
2024-07-19,Hezbollah,Ampliat,17
2024-07-20,Israel,CNN,23
2024-07-20,Israel,Ampliat,24
2024-07-20,Hezbollah,CNN,4
2024-07-20,Hezbollah,Ampliat,7
2024-07-21,Israel,CNN,20
2024-07-21,Israel,Ampliat,20
2024-07-21,Hezbollah,CNN,9
2024-07-21,Hezbollah,Ampliat,11
2024-07-22,Israel,CNN,21
2024-07-22,Israel,Ampliat,21
2024-07-22,Hezbollah,CNN,5
2024-07-22,Hezbollah,Ampliat,6
2024-07-23,Israel,CNN,21
2024-07-23,Israel,Ampliat,21
2024-07-23,Hezbollah,CNN,8
2024-07-23,Hezbollah,Ampliat,9
2024-07-24,Israel,CNN,18
2024-07-24,Israel,Ampliat,19
2024-07-24,Hezbollah,CNN,2
2024-07-24,Hezbollah,Ampliat,3
2024-07-25,Israel,CNN,24
2024-07-25,Israel,Ampliat,24
2024-07-25,Hezbollah,CNN,9
2024-07-25,Hezbollah,Ampliat,11
2024-07-26,Israel,CNN,9
2024-07-26,Israel,Ampliat,9
2024-07-26,Hezbollah,CNN,6
2024-07-26,Hezbollah,Ampliat,8
2024-07-27,Israel,CNN,18
2024-07-27,Israel,Ampliat,19
2024-07-27,Hezbollah,CNN,8
2024-07-27,Hezbollah,Ampliat,14
2024-07-28,Israel,CNN,23
2024-07-28,Israel,Ampliat,23
2024-07-28,Hezbollah,CNN,2
2024-07-28,Hezbollah,Ampliat,2
2024-07-29,Israel,CNN,24
2024-07-29,Israel,Ampliat,24
2024-07-29,Hezbollah,CNN,7
2024-07-29,Hezbollah,Ampliat,7
2024-07-30,Israel,CNN,22
2024-07-30,Israel,Ampliat,24
2024-07-30,Hezbollah,CNN,12
2024-07-30,Hezbollah,Ampliat,15
2024-07-31,Israel,CNN,13
2024-07-31,Israel,Ampliat,13
2024-07-31,Hezbollah,CNN,0
2024-07-31,Hezbollah,Ampliat,0
2024-08-01,Israel,CNN,14
2024-08-01,Israel,Ampliat,14
2024-08-01,Hezbollah,CNN,1
2024-08-01,Hezbollah,Ampliat,1
2024-08-02,Israel,CNN,19
2024-08-02,Israel,Ampliat,23
2024-08-02,Hezbollah,CNN,6
2024-08-02,Hezbollah,Ampliat,8
2024-08-03,Israel,CNN,21
2024-08-03,Israel,Ampliat,22
2024-08-03,Hezbollah,CNN,7
2024-08-03,Hezbollah,Ampliat,10
2024-08-04,Israel,CNN,23
2024-08-04,Israel,Ampliat,23
2024-08-04,Hezbollah,CNN,9
2024-08-04,Hezbollah,Ampliat,9
2024-08-05,Israel,CNN,27
2024-08-05,Israel,Ampliat,27
2024-08-05,Hezbollah,CNN,10
2024-08-05,Hezbollah,Ampliat,10
2024-08-06,Israel,CNN,24
2024-08-06,Israel,Ampliat,24
2024-08-06,Hezbollah,CNN,14
2024-08-06,Hezbollah,Ampliat,18
2024-08-07,Israel,CNN,22
2024-08-07,Israel,Ampliat,22
2024-08-07,Hezbollah,CNN,7
2024-08-07,Hezbollah,Ampliat,10
2024-08-08,Israel,CNN,25
2024-08-08,Israel,Ampliat,26
2024-08-08,Hezbollah,CNN,9
2024-08-08,Hezbollah,Ampliat,11
2024-08-09,Israel,CNN,22
2024-08-09,Israel,Ampliat,22
2024-08-09,Hezbollah,CNN,7
2024-08-09,Hezbollah,Ampliat,9
2024-08-10,Israel,CNN,22
2024-08-10,Israel,Ampliat,22
2024-08-10,Hezbollah,CNN,12
2024-08-10,Hezbollah,Ampliat,14
2024-08-11,Israel,CNN,21
2024-08-11,Israel,Ampliat,22
2024-08-11,Hezbollah,CNN,8
2024-08-11,Hezbollah,Ampliat,9
2024-08-12,Israel,CNN,20
2024-08-12,Israel,Ampliat,20
2024-08-12,Hezbollah,CNN,10
2024-08-12,Hezbollah,Ampliat,13
2024-08-13,Israel,CNN,32
2024-08-13,Israel,Ampliat,32
2024-08-13,Hezbollah,CNN,5
2024-08-13,Hezbollah,Ampliat,7
2024-08-14,Israel,CNN,16
2024-08-14,Israel,Ampliat,16
2024-08-14,Hezbollah,CNN,7
2024-08-14,Hezbollah,Ampliat,9
2024-08-15,Israel,CNN,19
2024-08-15,Israel,Ampliat,19
2024-08-15,Hezbollah,CNN,9
2024-08-15,Hezbollah,Ampliat,14
2024-08-16,Israel,CNN,26
2024-08-16,Israel,Ampliat,26
2024-08-16,Hezbollah,CNN,8
2024-08-16,Hezbollah,Ampliat,10
2024-08-17,Israel,CNN,31
2024-08-17,Israel,Ampliat,31
2024-08-17,Hezbollah,CNN,11
2024-08-17,Hezbollah,Ampliat,13
2024-08-18,Israel,CNN,17
2024-08-18,Israel,Ampliat,17
2024-08-18,Hezbollah,CNN,11
2024-08-18,Hezbollah,Ampliat,14
2024-08-19,Israel,CNN,33
2024-08-19,Israel,Ampliat,33
2024-08-19,Hezbollah,CNN,9
2024-08-19,Hezbollah,Ampliat,11
2024-08-20,Israel,CNN,30
2024-08-20,Israel,Ampliat,30
2024-08-20,Hezbollah,CNN,17
2024-08-20,Hezbollah,Ampliat,21
2024-08-21,Israel,CNN,32
2024-08-21,Israel,Ampliat,32
2024-08-21,Hezbollah,CNN,11
2024-08-21,Hezbollah,Ampliat,15
2024-08-22,Israel,CNN,26
2024-08-22,Israel,Ampliat,26
2024-08-22,Hezbollah,CNN,10
2024-08-22,Hezbollah,Ampliat,14
2024-08-23,Israel,CNN,27
2024-08-23,Israel,Ampliat,34
2024-08-23,Hezbollah,CNN,16
2024-08-23,Hezbollah,Ampliat,18
2024-08-24,Israel,CNN,22
2024-08-24,Israel,Ampliat,22
2024-08-24,Hezbollah,CNN,10
2024-08-24,Hezbollah,Ampliat,14
2024-08-25,Israel,CNN,74
2024-08-25,Israel,Ampliat,74
2024-08-25,Hezbollah,CNN,13
2024-08-25,Hezbollah,Ampliat,19
2024-08-26,Israel,CNN,35
2024-08-26,Israel,Ampliat,35
2024-08-26,Hezbollah,CNN,4
2024-08-26,Hezbollah,Ampliat,4
2024-08-27,Israel,CNN,19
2024-08-27,Israel,Ampliat,19
2024-08-27,Hezbollah,CNN,5
2024-08-27,Hezbollah,Ampliat,5
2024-08-28,Israel,CNN,15
2024-08-28,Israel,Ampliat,16
2024-08-28,Hezbollah,CNN,3
2024-08-28,Hezbollah,Ampliat,5
2024-08-29,Israel,CNN,21
2024-08-29,Israel,Ampliat,21
2024-08-29,Hezbollah,CNN,8
2024-08-29,Hezbollah,Ampliat,12
2024-08-30,Israel,CNN,28
2024-08-30,Israel,Ampliat,28
2024-08-30,Hezbollah,CNN,5
2024-08-30,Hezbollah,Ampliat,8
2024-08-31,Israel,CNN,22
2024-08-31,Israel,Ampliat,22
2024-08-31,Hezbollah,CNN,5
2024-08-31,Hezbollah,Ampliat,9
2024-09-01,Israel,CNN,20
2024-09-01,Israel,Ampliat,20
2024-09-01,Hezbollah,CNN,9
2024-09-01,Hezbollah,Ampliat,12
2024-09-02,Israel,CNN,25
2024-09-02,Israel,Ampliat,25
2024-09-02,Hezbollah,CNN,8
2024-09-02,Hezbollah,Ampliat,11
2024-09-03,Israel,CNN,13
2024-09-03,Israel,Ampliat,13
2024-09-03,Hezbollah,CNN,3
2024-09-03,Hezbollah,Ampliat,5
2024-09-04,Israel,CNN,39
2024-09-04,Israel,Ampliat,39
2024-09-04,Hezbollah,CNN,11
2024-09-04,Hezbollah,Ampliat,14
2024-09-05,Israel,CNN,18
2024-09-05,Israel,Ampliat,18
2024-09-05,Hezbollah,CNN,8
2024-09-05,Hezbollah,Ampliat,9
2024-09-06,Israel,CNN,28
2024-09-06,Israel,Ampliat,28
2024-09-06,Hezbollah,CNN,4
2024-09-06,Hezbollah,Ampliat,9
2024-09-07,Israel,CNN,24
2024-09-07,Israel,Ampliat,24
2024-09-07,Hezbollah,CNN,11
2024-09-07,Hezbollah,Ampliat,12
2024-09-08,Israel,CNN,16
2024-09-08,Israel,Ampliat,16
2024-09-08,Hezbollah,CNN,5
2024-09-08,Hezbollah,Ampliat,8
2024-09-09,Israel,CNN,18
2024-09-09,Israel,Ampliat,18
2024-09-09,Hezbollah,CNN,11
2024-09-09,Hezbollah,Ampliat,14
2024-09-10,Israel,CNN,31
2024-09-10,Israel,Ampliat,31
2024-09-10,Hezbollah,CNN,3
2024-09-10,Hezbollah,Ampliat,5
2024-09-11,Israel,CNN,43
2024-09-11,Israel,Ampliat,43
2024-09-11,Hezbollah,CNN,7
2024-09-11,Hezbollah,Ampliat,10
2024-09-12,Israel,CNN,24
2024-09-12,Israel,Ampliat,26
2024-09-12,Hezbollah,CNN,6
2024-09-12,Hezbollah,Ampliat,8
2024-09-13,Israel,CNN,32
2024-09-13,Israel,Ampliat,32
2024-09-13,Hezbollah,CNN,5
2024-09-13,Hezbollah,Ampliat,7
2024-09-14,Israel,CNN,22
2024-09-14,Israel,Ampliat,23
2024-09-14,Hezbollah,CNN,9
2024-09-14,Hezbollah,Ampliat,13
2024-09-15,Israel,CNN,24
2024-09-15,Israel,Ampliat,24
2024-09-15,Hezbollah,CNN,7
2024-09-15,Hezbollah,Ampliat,13
2024-09-16,Israel,CNN,23
2024-09-16,Israel,Ampliat,23
2024-09-16,Hezbollah,CNN,14
2024-09-16,Hezbollah,Ampliat,18
2024-09-17,Israel,CNN,21
2024-09-17,Israel,Ampliat,21
2024-09-17,Hezbollah,CNN,4
2024-09-17,Hezbollah,Ampliat,5
2024-09-18,Israel,CNN,28
2024-09-18,Israel,Ampliat,28
2024-09-18,Hezbollah,CNN,5
2024-09-18,Hezbollah,Ampliat,6
2024-09-19,Israel,CNN,58
2024-09-19,Israel,Ampliat,58
2024-09-19,Hezbollah,CNN,15
2024-09-19,Hezbollah,Ampliat,16
2024-09-20,Israel,CNN,21
2024-09-20,Israel,Ampliat,22
2024-09-20,Hezbollah,CNN,13
2024-09-20,Hezbollah,Ampliat,24
2024-09-21,Israel,CNN,79
2024-09-21,Israel,Ampliat,79
2024-09-21,Hezbollah,CNN,12
2024-09-21,Hezbollah,Ampliat,15
2024-09-22,Israel,CNN,64
2024-09-22,Israel,Ampliat,64
2024-09-22,Hezbollah,CNN,18
2024-09-22,Hezbollah,Ampliat,19
2024-09-23,Israel,CNN,202
2024-09-23,Israel,Ampliat,202
2024-09-23,Hezbollah,CNN,28
2024-09-23,Hezbollah,Ampliat,31
2024-09-24,Israel,CNN,127
2024-09-24,Israel,Ampliat,127
2024-09-24,Hezbollah,CNN,35
2024-09-24,Hezbollah,Ampliat,36
2024-09-25,Israel,CNN,141
2024-09-25,Israel,Ampliat,141
2024-09-25,Hezbollah,CNN,16
2024-09-25,Hezbollah,Ampliat,17
2024-09-26,Israel,CNN,116
2024-09-26,Israel,Ampliat,118
2024-09-26,Hezbollah,CNN,19
2024-09-26,Hezbollah,Ampliat,19
2024-09-27,Israel,CNN,105
2024-09-27,Israel,Ampliat,107
2024-09-27,Hezbollah,CNN,13
2024-09-27,Hezbollah,Ampliat,13
2024-09-28,Israel,CNN,107
2024-09-28,Israel,Ampliat,111
2024-09-28,Hezbollah,CNN,14
2024-09-28,Hezbollah,Ampliat,15
2024-09-29,Israel,CNN,136
2024-09-29,Israel,Ampliat,140
2024-09-29,Hezbollah,CNN,18
