event_date,actor_origin,scope,events
2024-09-29,Hezbollah,Ampliat,22
2024-09-30,Israel,CNN,117
2024-09-30,Israel,Ampliat,120
2024-09-30,Hezbollah,CNN,23
2024-09-30,Hezbollah,Ampliat,27
2024-10-01,Israel,CNN,89
2024-10-01,Israel,Ampliat,95
2024-10-01,Hezbollah,CNN,20
2024-10-01,Hezbollah,Ampliat,23
2024-10-02,Israel,CNN,99
2024-10-02,Israel,Ampliat,100
2024-10-02,Hezbollah,CNN,20
2024-10-02,Hezbollah,Ampliat,20
2024-10-03,Israel,CNN,96
2024-10-03,Israel,Ampliat,99
2024-10-03,Hezbollah,CNN,23
2024-10-03,Hezbollah,Ampliat,23
2024-10-04,Israel,CNN,112
2024-10-04,Israel,Ampliat,112
2024-10-04,Hezbollah,CNN,25
2024-10-04,Hezbollah,Ampliat,31
2024-10-05,Israel,CNN,100
2024-10-05,Israel,Ampliat,105
2024-10-05,Hezbollah,CNN,20
2024-10-05,Hezbollah,Ampliat,25
2024-10-06,Israel,CNN,71
2024-10-06,Israel,Ampliat,76
2024-10-06,Hezbollah,CNN,22
2024-10-06,Hezbollah,Ampliat,22
2024-10-07,Israel,CNN,119
2024-10-07,Israel,Ampliat,119
2024-10-07,Hezbollah,CNN,18
2024-10-07,Hezbollah,Ampliat,19
2024-10-08,Israel,CNN,96
2024-10-08,Israel,Ampliat,97
2024-10-08,Hezbollah,CNN,23
2024-10-08,Hezbollah,Ampliat,23
2024-10-09,Israel,CNN,58
2024-10-09,Israel,Ampliat,59
2024-10-09,Hezbollah,CNN,20
2024-10-09,Hezbollah,Ampliat,21
2024-10-10,Israel,CNN,71
2024-10-10,Israel,Ampliat,73
2024-10-10,Hezbollah,CNN,18
2024-10-10,Hezbollah,Ampliat,19
2024-10-11,Israel,CNN,84
2024-10-11,Israel,Ampliat,85
2024-10-11,Hezbollah,CNN,27
2024-10-11,Hezbollah,Ampliat,30
2024-10-12,Israel,CNN,109
2024-10-12,Israel,Ampliat,110
2024-10-12,Hezbollah,CNN,24
2024-10-12,Hezbollah,Ampliat,29
2024-10-13,Israel,CNN,87
2024-10-13,Israel,Ampliat,88
2024-10-13,Hezbollah,CNN,25
2024-10-13,Hezbollah,Ampliat,31
2024-10-14,Israel,CNN,86
2024-10-14,Israel,Ampliat,87
2024-10-14,Hezbollah,CNN,26
2024-10-14,Hezbollah,Ampliat,30
2024-10-15,Israel,CNN,93
2024-10-15,Israel,Ampliat,94
2024-10-15,Hezbollah,CNN,19
2024-10-15,Hezbollah,Ampliat,20
2024-10-16,Israel,CNN,94
2024-10-16,Israel,Ampliat,96
2024-10-16,Hezbollah,CNN,18
2024-10-16,Hezbollah,Ampliat,18
2024-10-17,Israel,CNN,97
2024-10-17,Israel,Ampliat,99
2024-10-17,Hezbollah,CNN,17
2024-10-17,Hezbollah,Ampliat,19
2024-10-18,Israel,CNN,89
2024-10-18,Israel,Ampliat,90
2024-10-18,Hezbollah,CNN,27
2024-10-18,Hezbollah,Ampliat,30
2024-10-19,Israel,CNN,81
2024-10-19,Israel,Ampliat,83
2024-10-19,Hezbollah,CNN,22
2024-10-19,Hezbollah,Ampliat,25
2024-10-20,Israel,CNN,93
2024-10-20,Israel,Ampliat,95
2024-10-20,Hezbollah,CNN,25
2024-10-20,Hezbollah,Ampliat,31
2024-10-21,Israel,CNN,126
2024-10-21,Israel,Ampliat,127
2024-10-21,Hezbollah,CNN,18
2024-10-21,Hezbollah,Ampliat,21
2024-10-22,Israel,CNN,88
2024-10-22,Israel,Ampliat,89
2024-10-22,Hezbollah,CNN,36
2024-10-22,Hezbollah,Ampliat,36
2024-10-23,Israel,CNN,93
2024-10-23,Israel,Ampliat,93
2024-10-23,Hezbollah,CNN,32
2024-10-23,Hezbollah,Ampliat,35
2024-10-24,Israel,CNN,94
2024-10-24,Israel,Ampliat,99
2024-10-24,Hezbollah,CNN,28
2024-10-24,Hezbollah,Ampliat,28
2024-10-25,Israel,CNN,78
2024-10-25,Israel,Ampliat,79
2024-10-25,Hezbollah,CNN,36
2024-10-25,Hezbollah,Ampliat,40
2024-10-26,Israel,CNN,82
2024-10-26,Israel,Ampliat,86
2024-10-26,Hezbollah,CNN,23
2024-10-26,Hezbollah,Ampliat,25
2024-10-27,Israel,CNN,99
2024-10-27,Israel,Ampliat,99
2024-10-27,Hezbollah,CNN,26
2024-10-27,Hezbollah,Ampliat,27
2024-10-28,Israel,CNN,95
2024-10-28,Israel,Ampliat,97
2024-10-28,Hezbollah,CNN,20
2024-10-28,Hezbollah,Ampliat,21
2024-10-29,Israel,CNN,90
2024-10-29,Israel,Ampliat,92
2024-10-29,Hezbollah,CNN,29
2024-10-29,Hezbollah,Ampliat,29
2024-10-30,Israel,CNN,90
2024-10-30,Israel,Ampliat,90
2024-10-30,Hezbollah,CNN,20
2024-10-30,Hezbollah,Ampliat,21
2024-10-31,Israel,CNN,78
2024-10-31,Israel,Ampliat,81
2024-10-31,Hezbollah,CNN,19
2024-10-31,Hezbollah,Ampliat,19
2024-11-01,Israel,CNN,92
2024-11-01,Israel,Ampliat,93
2024-11-01,Hezbollah,CNN,10
2024-11-01,Hezbollah,Ampliat,10
2024-11-02,Israel,CNN,83
2024-11-02,Israel,Ampliat,86
2024-11-02,Hezbollah,CNN,23
2024-11-02,Hezbollah,Ampliat,24
2024-11-03,Israel,CNN,71
2024-11-03,Israel,Ampliat,71
2024-11-03,Hezbollah,CNN,22
2024-11-03,Hezbollah,Ampliat,25
2024-11-04,Israel,CNN,84
2024-11-04,Israel,Ampliat,87
2024-11-04,Hezbollah,CNN,12
2024-11-04,Hezbollah,Ampliat,13
2024-11-05,Israel,CNN,76
2024-11-05,Israel,Ampliat,77
2024-11-05,Hezbollah,CNN,13
2024-11-05,Hezbollah,Ampliat,15
2024-11-06,Israel,CNN,100
2024-11-06,Israel,Ampliat,103
2024-11-06,Hezbollah,CNN,26
2024-11-06,Hezbollah,Ampliat,29
2024-11-07,Israel,CNN,64
2024-11-07,Israel,Ampliat,64
2024-11-07,Hezbollah,CNN,9
2024-11-07,Hezbollah,Ampliat,9
2024-11-08,Israel,CNN,68
2024-11-08,Israel,Ampliat,69
2024-11-08,Hezbollah,CNN,9
2024-11-08,Hezbollah,Ampliat,9
2024-11-09,Israel,CNN,68
2024-11-09,Israel,Ampliat,72
2024-11-09,Hezbollah,CNN,22
2024-11-09,Hezbollah,Ampliat,23
2024-11-10,Israel,CNN,75
2024-11-10,Israel,Ampliat,76
2024-11-10,Hezbollah,CNN,22
2024-11-10,Hezbollah,Ampliat,25
2024-11-11,Israel,CNN,64
2024-11-11,Israel,Ampliat,66
2024-11-11,Hezbollah,CNN,25
2024-11-11,Hezbollah,Ampliat,26
2024-11-12,Israel,CNN,91
2024-11-12,Israel,Ampliat,91
2024-11-12,Hezbollah,CNN,28
2024-11-12,Hezbollah,Ampliat,28
2024-11-13,Israel,CNN,58
2024-11-13,Israel,Ampliat,66
2024-11-13,Hezbollah,CNN,21
2024-11-13,Hezbollah,Ampliat,23
2024-11-14,Israel,CNN,105
2024-11-14,Israel,Ampliat,109
2024-11-14,Hezbollah,CNN,33
2024-11-14,Hezbollah,Ampliat,33
2024-11-15,Israel,CNN,87
2024-11-15,Israel,Ampliat,90
2024-11-15,Hezbollah,CNN,14
2024-11-15,Hezbollah,Ampliat,14
2024-11-16,Israel,CNN,82
2024-11-16,Israel,Ampliat,82
2024-11-16,Hezbollah,CNN,23
2024-11-16,Hezbollah,Ampliat,24
2024-11-17,Israel,CNN,98
2024-11-17,Israel,Ampliat,98
2024-11-17,Hezbollah,CNN,5
2024-11-17,Hezbollah,Ampliat,6
2024-11-18,Israel,CNN,93
2024-11-18,Israel,Ampliat,93
2024-11-18,Hezbollah,CNN,21
2024-11-18,Hezbollah,Ampliat,21
2024-11-19,Israel,CNN,85
2024-11-19,Israel,Ampliat,85
2024-11-19,Hezbollah,CNN,31
2024-11-19,Hezbollah,Ampliat,31
2024-11-20,Israel,CNN,73
2024-11-20,Israel,Ampliat,74
2024-11-20,Hezbollah,CNN,20
2024-11-20,Hezbollah,Ampliat,21
2024-11-21,Israel,CNN,90
2024-11-21,Israel,Ampliat,90
2024-11-21,Hezbollah,CNN,15
2024-11-21,Hezbollah,Ampliat,16
2024-11-22,Israel,CNN,95
2024-11-22,Israel,Ampliat,95
2024-11-22,Hezbollah,CNN,24
2024-11-22,Hezbollah,Ampliat,26
2024-11-23,Israel,CNN,122
2024-11-23,Israel,Ampliat,123
2024-11-23,Hezbollah,CNN,20
2024-11-23,Hezbollah,Ampliat,20
2024-11-24,Israel,CNN,69
2024-11-24,Israel,Ampliat,69
2024-11-24,Hezbollah,CNN,41
2024-11-24,Hezbollah,Ampliat,41
2024-11-25,Israel,CNN,106
2024-11-25,Israel,Ampliat,113
2024-11-25,Hezbollah,CNN,16
2024-11-25,Hezbollah,Ampliat,17
2024-11-26,Israel,CNN,159
2024-11-26,Israel,Ampliat,162
2024-11-26,Hezbollah,CNN,15
2024-11-26,Hezbollah,Ampliat,20
2024-11-27,Israel,CNN,12
2024-11-27,Israel,Ampliat,14
2024-11-27,Hezbollah,CNN,1
2024-11-27,Hezbollah,Ampliat,1
2024-11-28,Israel,CNN,17
2024-11-28,Israel,Ampliat,17
2024-11-28,Hezbollah,CNN,0
2024-11-28,Hezbollah,Ampliat,0
2024-11-29,Israel,CNN,16
2024-11-29,Israel,Ampliat,16
2024-11-29,Hezbollah,CNN,0
2024-11-29,Hezbollah,Ampliat,0
2024-11-30,Israel,CNN,16
2024-11-30,Israel,Ampliat,20
2024-11-30,Hezbollah,CNN,0
2024-11-30,Hezbollah,Ampliat,0
2024-12-01,Israel,CNN,11
2024-12-01,Israel,Ampliat,11
2024-12-01,Hezbollah,CNN,0
2024-12-01,Hezbollah,Ampliat,0
2024-12-02,Israel,CNN,34
2024-12-02,Israel,Ampliat,37
2024-12-02,Hezbollah,CNN,0
2024-12-02,Hezbollah,Ampliat,1
2024-12-03,Israel,CNN,11
2024-12-03,Israel,Ampliat,15
2024-12-03,Hezbollah,CNN,0
2024-12-03,Hezbollah,Ampliat,0
2024-12-04,Israel,CNN,12
2024-12-04,Israel,Ampliat,12
2024-12-04,Hezbollah,CNN,0
2024-12-04,Hezbollah,Ampliat,0
2024-12-05,Israel,CNN,10
2024-12-05,Israel,Ampliat,10
2024-12-05,Hezbollah,CNN,0
2024-12-05,Hezbollah,Ampliat,0
2024-12-06,Israel,CNN,10
2024-12-06,Israel,Ampliat,13
2024-12-06,Hezbollah,CNN,0
2024-12-06,Hezbollah,Ampliat,0
2024-12-07,Israel,CNN,11
2024-12-07,Israel,Ampliat,11
2024-12-07,Hezbollah,CNN,0
2024-12-07,Hezbollah,Ampliat,0
2024-12-08,Israel,CNN,3
2024-12-08,Israel,Ampliat,37
2024-12-08,Hezbollah,CNN,0
2024-12-08,Hezbollah,Ampliat,0
2024-12-09,Israel,CNN,8
2024-12-09,Israel,Ampliat,42
2024-12-09,Hezbollah,CNN,0
2024-12-09,Hezbollah,Ampliat,0
2024-12-10,Israel,CNN,11
2024-12-10,Israel,Ampliat,16
2024-12-10,Hezbollah,CNN,0
2024-12-10,Hezbollah,Ampliat,0
2024-12-11,Israel,CNN,6
2024-12-11,Israel,Ampliat,12
2024-12-11,Hezbollah,CNN,0
2024-12-11,Hezbollah,Ampliat,0
2024-12-12,Israel,CNN,3
2024-12-12,Israel,Ampliat,8
2024-12-12,Hezbollah,CNN,0
2024-12-12,Hezbollah,Ampliat,0
2024-12-13,Israel,CNN,5
2024-12-13,Israel,Ampliat,16
2024-12-13,Hezbollah,CNN,0
2024-12-13,Hezbollah,Ampliat,0
2024-12-14,Israel,CNN,3
2024-12-14,Israel,Ampliat,10
2024-12-14,Hezbollah,CNN,0
2024-12-14,Hezbollah,Ampliat,0
2024-12-15,Israel,CNN,1
2024-12-15,Israel,Ampliat,8
2024-12-15,Hezbollah,CNN,0
2024-12-15,Hezbollah,Ampliat,0
2024-12-16,Israel,CNN,5
2024-12-16,Israel,Ampliat,21
2024-12-16,Hezbollah,CNN,0
2024-12-16,Hezbollah,Ampliat,0
2024-12-17,Israel,CNN,7
2024-12-17,Israel,Ampliat,11
2024-12-17,Hezbollah,CNN,0
2024-12-17,Hezbollah,Ampliat,0
2024-12-18,Israel,CNN,1
2024-12-18,Israel,Ampliat,1
2024-12-18,Hezbollah,CNN,0
2024-12-18,Hezbollah,Ampliat,0
2024-12-19,Israel,CNN,0
2024-12-19,Israel,Ampliat,0
2024-12-19,Hezbollah,CNN,0
2024-12-19,Hezbollah,Ampliat,0
2024-12-20,Israel,CNN,2
2024-12-20,Israel,Ampliat,2
2024-12-20,Hezbollah,CNN,0
2024-12-20,Hezbollah,Ampliat,0
2024-12-21,Israel,CNN,1
2024-12-21,Israel,Ampliat,1
2024-12-21,Hezbollah,CNN,0
2024-12-21,Hezbollah,Ampliat,0
2024-12-22,Israel,CNN,0
2024-12-22,Israel,Ampliat,0
2024-12-22,Hezbollah,CNN,0
2024-12-22,Hezbollah,Ampliat,0
2024-12-23,Israel,CNN,3
2024-12-23,Israel,Ampliat,3
2024-12-23,Hezbollah,CNN,0
2024-12-23,Hezbollah,Ampliat,0
2024-12-24,Israel,CNN,2
2024-12-24,Israel,Ampliat,2
2024-12-24,Hezbollah,CNN,0
2024-12-24,Hezbollah,Ampliat,0
2024-12-25,Israel,CNN,3
2024-12-25,Israel,Ampliat,3
2024-12-25,Hezbollah,CNN,0
2024-12-25,Hezbollah,Ampliat,0
2024-12-26,Israel,CNN,1
2024-12-26,Israel,Ampliat,1
2024-12-26,Hezbollah,CNN,0
2024-12-26,Hezbollah,Ampliat,0
2024-12-27,Israel,CNN,4
2024-12-27,Israel,Ampliat,4
2024-12-27,Hezbollah,CNN,0
2024-12-27,Hezbollah,Ampliat,0
2024-12-28,Israel,CNN,6
2024-12-28,Israel,Ampliat,6
2024-12-28,Hezbollah,CNN,0
2024-12-28,Hezbollah,Ampliat,0
2024-12-29,Israel,CNN,1
2024-12-29,Israel,Ampliat,2
2024-12-29,Hezbollah,CNN,0
2024-12-29,Hezbollah,Ampliat,0
2024-12-30,Israel,CNN,0
2024-12-30,Israel,Ampliat,0
2024-12-30,Hezbollah,CNN,0
2024-12-30,Hezbollah,Ampliat,0
2024-12-31,Israel,CNN,3
2024-12-31,Israel,Ampliat,3
2024-12-31,Hezbollah,CNN,0
2024-12-31,Hezbollah,Ampliat,0
2025-01-01,Israel,CNN,1
2025-01-01,Israel,Ampliat,1
2025-01-01,Hezbollah,CNN,0
2025-01-01,Hezbollah,Ampliat,0
2025-01-02,Israel,CNN,8
2025-01-02,Israel,Ampliat,10
2025-01-02,Hezbollah,CNN,0
2025-01-02,Hezbollah,Ampliat,0
2025-01-03,Israel,CNN,2
2025-01-03,Israel,Ampliat,2
2025-01-03,Hezbollah,CNN,0
2025-01-03,Hezbollah,Ampliat,0
2025-01-04,Israel,CNN,4
2025-01-04,Israel,Ampliat,4
2025-01-04,Hezbollah,CNN,0
2025-01-04,Hezbollah,Ampliat,0
2025-01-05,Israel,CNN,5
2025-01-05,Israel,Ampliat,6
2025-01-05,Hezbollah,CNN,0
2025-01-05,Hezbollah,Ampliat,0
2025-01-06,Israel,CNN,2
2025-01-06,Israel,Ampliat,2
2025-01-06,Hezbollah,CNN,0
2025-01-06,Hezbollah,Ampliat,0
2025-01-07,Israel,CNN,2
2025-01-07,Israel,Ampliat,2
2025-01-07,Hezbollah,CNN,0
2025-01-07,Hezbollah,Ampliat,0
2025-01-08,Israel,CNN,7
2025-01-08,Israel,Ampliat,7
2025-01-08,Hezbollah,CNN,0
2025-01-08,Hezbollah,Ampliat,0
2025-01-09,Israel,CNN,1
2025-01-09,Israel,Ampliat,1
2025-01-09,Hezbollah,CNN,0
2025-01-09,Hezbollah,Ampliat,0
2025-01-10,Israel,CNN,4
2025-01-10,Israel,Ampliat,4
2025-01-10,Hezbollah,CNN,0
2025-01-10,Hezbollah,Ampliat,0
2025-01-11,Israel,CNN,2
2025-01-11,Israel,Ampliat,3
2025-01-11,Hezbollah,CNN,0
2025-01-11,Hezbollah,Ampliat,0
2025-01-12,Israel,CNN,13
2025-01-12,Israel,Ampliat,13
2025-01-12,Hezbollah,CNN,0
2025-01-12,Hezbollah,Ampliat,0
2025-01-13,Israel,CNN,6
2025-01-13,Israel,Ampliat,7
2025-01-13,Hezbollah,CNN,0
2025-01-13,Hezbollah,Ampliat,0
2025-01-14,Israel,CNN,3
2025-01-14,Israel,Ampliat,3
2025-01-14,Hezbollah,CNN,0
2025-01-14,Hezbollah,Ampliat,0
2025-01-15,Israel,CNN,7
2025-01-15,Israel,Ampliat,8
2025-01-15,Hezbollah,CNN,0
2025-01-15,Hezbollah,Ampliat,0
2025-01-16,Israel,CNN,5
2025-01-16,Israel,Ampliat,5
2025-01-16,Hezbollah,CNN,0
2025-01-16,Hezbollah,Ampliat,0
2025-01-17,Israel,CNN,0
2025-01-17,Israel,Ampliat,0
2025-01-17,Hezbollah,CNN,0
2025-01-17,Hezbollah,Ampliat,0
2025-01-18,Israel,CNN,1
2025-01-18,Israel,Ampliat,1
2025-01-18,Hezbollah,CNN,0
2025-01-18,Hezbollah,Ampliat,0
2025-01-19,Israel,CNN,3
2025-01-19,Israel,Ampliat,3
2025-01-19,Hezbollah,CNN,0
2025-01-19,Hezbollah,Ampliat,0
2025-01-20,Israel,CNN,7
2025-01-20,Israel,Ampliat,7
2025-01-20,Hezbollah,CNN,0
2025-01-20,Hezbollah,Ampliat,0
2025-01-21,Israel,CNN,3
2025-01-21,Israel,Ampliat,3
2025-01-21,Hezbollah,CNN,0
2025-01-21,Hezbollah,Ampliat,0
2025-01-22,Israel,CNN,2
2025-01-22,Israel,Ampliat,2
2025-01-22,Hezbollah,CNN,0
2025-01-22,Hezbollah,Ampliat,0
2025-01-23,Israel,CNN,3
2025-01-23,Israel,Ampliat,3
2025-01-23,Hezbollah,CNN,0
2025-01-23,Hezbollah,Ampliat,0
2025-01-24,Israel,CNN,7
2025-01-24,Israel,Ampliat,7
2025-01-24,Hezbollah,CNN,0
2025-01-24,Hezbollah,Ampliat,0
2025-01-25,Israel,CNN,3
2025-01-25,Israel,Ampliat,3
2025-01-25,Hezbollah,CNN,0
2025-01-25,Hezbollah,Ampliat,0
2025-01-26,Israel,CNN,3
2025-01-26,Israel,Ampliat,3
2025-01-26,Hezbollah,CNN,0
2025-01-26,Hezbollah,Ampliat,0
2025-01-27,Israel,CNN,4
2025-01-27,Israel,Ampliat,4
2025-01-27,Hezbollah,CNN,0
2025-01-27,Hezbollah,Ampliat,0
2025-01-28,Israel,CNN,6
2025-01-28,Israel,Ampliat,6
2025-01-28,Hezbollah,CNN,0
2025-01-28,Hezbollah,Ampliat,0
2025-01-29,Israel,CNN,7
2025-01-29,Israel,Ampliat,7
2025-01-29,Hezbollah,CNN,0
2025-01-29,Hezbollah,Ampliat,0
2025-01-30,Israel,CNN,8
2025-01-30,Israel,Ampliat,8
2025-01-30,Hezbollah,CNN,0
2025-01-30,Hezbollah,Ampliat,0
2025-01-31,Israel,CNN,6
2025-01-31,Israel,Ampliat,6
2025-01-31,Hezbollah,CNN,0
2025-01-31,Hezbollah,Ampliat,0
2025-02-01,Israel,CNN,1
2025-02-01,Israel,Ampliat,1
2025-02-01,Hezbollah,CNN,0
2025-02-01,Hezbollah,Ampliat,0
2025-02-02,Israel,CNN,0
2025-02-02,Israel,Ampliat,1
2025-02-02,Hezbollah,CNN,0
2025-02-02,Hezbollah,Ampliat,0
2025-02-03,Israel,CNN,0
2025-02-03,Israel,Ampliat,0
2025-02-03,Hezbollah,CNN,0
2025-02-03,Hezbollah,Ampliat,0
2025-02-04,Israel,CNN,2
2025-02-04,Israel,Ampliat,2
2025-02-04,Hezbollah,CNN,0
2025-02-04,Hezbollah,Ampliat,0
2025-02-05,Israel,CNN,0
2025-02-05,Israel,Ampliat,0
2025-02-05,Hezbollah,CNN,0
2025-02-05,Hezbollah,Ampliat,0
2025-02-06,Israel,CNN,9
2025-02-06,Israel,Ampliat,9
2025-02-06,Hezbollah,CNN,0
2025-02-06,Hezbollah,Ampliat,0
2025-02-07,Israel,CNN,2
2025-02-07,Israel,Ampliat,2
2025-02-07,Hezbollah,CNN,0
2025-02-07,Hezbollah,Ampliat,0
2025-02-08,Israel,CNN,2
2025-02-08,Israel,Ampliat,4
2025-02-08,Hezbollah,CNN,0
2025-02-08,Hezbollah,Ampliat,0
2025-02-09,Israel,CNN,15
2025-02-09,Israel,Ampliat,16
2025-02-09,Hezbollah,CNN,0
2025-02-09,Hezbollah,Ampliat,0
2025-02-10,Israel,CNN,3
2025-02-10,Israel,Ampliat,3
2025-02-10,Hezbollah,CNN,0
2025-02-10,Hezbollah,Ampliat,0
2025-02-11,Israel,CNN,1
2025-02-11,Israel,Ampliat,1
2025-02-11,Hezbollah,CNN,0
2025-02-11,Hezbollah,Ampliat,0
2025-02-12,Israel,CNN,2
2025-02-12,Israel,Ampliat,2
2025-02-12,Hezbollah,CNN,0
2025-02-12,Hezbollah,Ampliat,0
2025-02-13,Israel,CNN,3
2025-02-13,Israel,Ampliat,3
2025-02-13,Hezbollah,CNN,0
2025-02-13,Hezbollah,Ampliat,0
2025-02-14,Israel,CNN,2
2025-02-14,Israel,Ampliat,2
2025-02-14,Hezbollah,CNN,0
2025-02-14,Hezbollah,Ampliat,0
2025-02-15,Israel,CNN,3
2025-02-15,Israel,Ampliat,3
2025-02-15,Hezbollah,CNN,0
2025-02-15,Hezbollah,Ampliat,0
2025-02-16,Israel,CNN,6
2025-02-16,Israel,Ampliat,6
2025-02-16,Hezbollah,CNN,0
2025-02-16,Hezbollah,Ampliat,0
2025-02-17,Israel,CNN,6
2025-02-17,Israel,Ampliat,6
2025-02-17,Hezbollah,CNN,0
2025-02-17,Hezbollah,Ampliat,0
2025-02-18,Israel,CNN,3
2025-02-18,Israel,Ampliat,6
2025-02-18,Hezbollah,CNN,0
2025-02-18,Hezbollah,Ampliat,0
2025-02-19,Israel,CNN,2
2025-02-19,Israel,Ampliat,4
2025-02-19,Hezbollah,CNN,0
2025-02-19,Hezbollah,Ampliat,0
2025-02-20,Israel,CNN,1
2025-02-20,Israel,Ampliat,1
2025-02-20,Hezbollah,CNN,0
2025-02-20,Hezbollah,Ampliat,0
2025-02-21,Israel,CNN,0
2025-02-21,Israel,Ampliat,0
2025-02-21,Hezbollah,CNN,0
2025-02-21,Hezbollah,Ampliat,0
2025-02-22,Israel,CNN,3
2025-02-22,Israel,Ampliat,5
2025-02-22,Hezbollah,CNN,0
2025-02-22,Hezbollah,Ampliat,0
2025-02-23,Israel,CNN,18
2025-02-23,Israel,Ampliat,18
2025-02-23,Hezbollah,CNN,0
2025-02-23,Hezbollah,Ampliat,0
2025-02-24,Israel,CNN,0
2025-02-24,Israel,Ampliat,0
2025-02-24,Hezbollah,CNN,0
2025-02-24,Hezbollah,Ampliat,0
2025-02-25,Israel,CNN,3
2025-02-25,Israel,Ampliat,8
2025-02-25,Hezbollah,CNN,0
2025-02-25,Hezbollah,Ampliat,0
2025-02-26,Israel,CNN,3
2025-02-26,Israel,Ampliat,3
2025-02-26,Hezbollah,CNN,0
2025-02-26,Hezbollah,Ampliat,0
2025-02-27,Israel,CNN,2
2025-02-27,Israel,Ampliat,2
2025-02-27,Hezbollah,CNN,0
2025-02-27,Hezbollah,Ampliat,0
2025-02-28,Israel,CNN,2
2025-02-28,Israel,Ampliat,2
2025-02-28,Hezbollah,CNN,0
2025-02-28,Hezbollah,Ampliat,0
2025-03-01,Israel,CNN,0
2025-03-01,Israel,Ampliat,0
2025-03-01,Hezbollah,CNN,0
2025-03-01,Hezbollah,Ampliat,0
2025-03-02,Israel,CNN,2
2025-03-02,Israel,Ampliat,2
2025-03-02,Hezbollah,CNN,0
2025-03-02,Hezbollah,Ampliat,0
2025-03-03,Israel,CNN,2
2025-03-03,Israel,Ampliat,3
2025-03-03,Hezbollah,CNN,0
2025-03-03,Hezbollah,Ampliat,0
2025-03-04,Israel,CNN,3
2025-03-04,Israel,Ampliat,3
2025-03-04,Hezbollah,CNN,0
2025-03-04,Hezbollah,Ampliat,0
2025-03-05,Israel,CNN,2
2025-03-05,Israel,Ampliat,3
2025-03-05,Hezbollah,CNN,0
2025-03-05,Hezbollah,Ampliat,0
2025-03-06,Israel,CNN,1
2025-03-06,Israel,Ampliat,1
2025-03-06,Hezbollah,CNN,0
2025-03-06,Hezbollah,Ampliat,0
2025-03-07,Israel,CNN,16
2025-03-07,Israel,Ampliat,16
2025-03-07,Hezbollah,CNN,0
2025-03-07,Hezbollah,Ampliat,0
2025-03-08,Israel,CNN,4
2025-03-08,Israel,Ampliat,4
2025-03-08,Hezbollah,CNN,0
2025-03-08,Hezbollah,Ampliat,0
2025-03-09,Israel,CNN,2
2025-03-09,Israel,Ampliat,2
2025-03-09,Hezbollah,CNN,0
2025-03-09,Hezbollah,Ampliat,0
2025-03-10,Israel,CNN,0
2025-03-10,Israel,Ampliat,4
2025-03-10,Hezbollah,CNN,0
2025-03-10,Hezbollah,Ampliat,0
2025-03-11,Israel,CNN,3
2025-03-11,Israel,Ampliat,7
2025-03-11,Hezbollah,CNN,0
2025-03-11,Hezbollah,Ampliat,0
2025-03-12,Israel,CNN,1
2025-03-12,Israel,Ampliat,1
2025-03-12,Hezbollah,CNN,0
2025-03-12,Hezbollah,Ampliat,0
2025-03-13,Israel,CNN,8
2025-03-13,Israel,Ampliat,9
2025-03-13,Hezbollah,CNN,0
2025-03-13,Hezbollah,Ampliat,0
2025-03-14,Israel,CNN,1
2025-03-14,Israel,Ampliat,1
2025-03-14,Hezbollah,CNN,0
2025-03-14,Hezbollah,Ampliat,0
2025-03-15,Israel,CNN,2
2025-03-15,Israel,Ampliat,2
2025-03-15,Hezbollah,CNN,0
2025-03-15,Hezbollah,Ampliat,0
2025-03-16,Israel,CNN,10
2025-03-16,Israel,Ampliat,10
2025-03-16,Hezbollah,CNN,0
2025-03-16,Hezbollah,Ampliat,0
2025-03-17,Israel,CNN,7
2025-03-17,Israel,Ampliat,12
2025-03-17,Hezbollah,CNN,0
2025-03-17,Hezbollah,Ampliat,0
2025-03-18,Israel,CNN,4
2025-03-18,Israel,Ampliat,8
2025-03-18,Hezbollah,CNN,0
2025-03-18,Hezbollah,Ampliat,0
2025-03-19,Israel,CNN,2
2025-03-19,Israel,Ampliat,2
2025-03-19,Hezbollah,CNN,0
2025-03-19,Hezbollah,Ampliat,0
2025-03-20,Israel,CNN,5
2025-03-20,Israel,Ampliat,5
2025-03-20,Hezbollah,CNN,0
2025-03-20,Hezbollah,Ampliat,0
2025-03-21,Israel,CNN,1
2025-03-21,Israel,Ampliat,3
2025-03-21,Hezbollah,CNN,0
2025-03-21,Hezbollah,Ampliat,0
2025-03-22,Israel,CNN,44
2025-03-22,Israel,Ampliat,45
2025-03-22,Hezbollah,CNN,0
2025-03-22,Hezbollah,Ampliat,0
2025-03-23,Israel,CNN,5
2025-03-23,Israel,Ampliat,6
2025-03-23,Hezbollah,CNN,0
2025-03-23,Hezbollah,Ampliat,0
2025-03-24,Israel,CNN,2
2025-03-24,Israel,Ampliat,3
2025-03-24,Hezbollah,CNN,0
2025-03-24,Hezbollah,Ampliat,0
2025-03-25,Israel,CNN,3
2025-03-25,Israel,Ampliat,6
2025-03-25,Hezbollah,CNN,0
2025-03-25,Hezbollah,Ampliat,0
2025-03-26,Israel,CNN,2
2025-03-26,Israel,Ampliat,2
2025-03-26,Hezbollah,CNN,0
2025-03-26,Hezbollah,Ampliat,0
2025-03-27,Israel,CNN,8
2025-03-27,Israel,Ampliat,13
2025-03-27,Hezbollah,CNN,0
2025-03-27,Hezbollah,Ampliat,0
